row_id,Facility Name,Region,Address1,Address2,City,Province,Postal Code,Contact,Phone,Language,Space,Country,facility_type
Canada-NB-9-SpecialCareHomes-output-202,FUNDY ROYAL MANOR,MONCTON,0  JERRY STREET,,HILLSBOROUGH,NB,E4H 0A9,JASON MARTIN,(506) 734-8100,ENGLISH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-203,FUNDY ROYAL MANOR II,MONCTON,03  ACADEMY STREET,,HILLSBOROUGH,NB,E4H 2R3,JASON MARTIN,(506) 734-8100,ENGLISH,28,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-204,GOLDEN YEARS ESTATE LTD,MONCTON,5  JABEZ STREET,,MONCTON,NB,E1E 0B4,JASON LANE,(506) 854-7464,ENGLISH,80,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-205,GRASS HOME LTD.,MONCTON,74  COVERDALE ROAD,,RIVERVIEW,NB,E1B 3L5,JOHN OR LYNN GRASS,(506) 386-1740,ENGLISH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-206,KELS-LEIGH MANOR,MONCTON,1  RIVERLEA DRIVE,,RIVERVIEW,NB,E1B 3N4,KATHERYN NILES,(506) 384-2664,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-207,LA RÉSIDENCE DANNY & DIANE,MONCTON,448  ROUTE 132 ,,SCOUDOUC,NB,E4P 3S8,DANNY GOGUEN & DIANE LEBLANC,(506) 532-6147,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-208,LA RÉSIDENCE SIESTA LTÉE,MONCTON,08  ELMWOOD DRIVE,,MONCTON,NB,E1A 2X3,CAROLE MELANSON,(506) 855-6736,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-209,LA VILLA D'AURÉLIE INC.,MONCTON,057  ROUTE 480 ,,ACADIEVILLE,NB,E4Y 1Z3,GISLAINE GIROUARD,(506) 775-6088,BILINGUAL,13,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-210,LEFURGEY RESIDENCE,MONCTON,0  LEFURGEY AVENUE,,MONCTON,NB,E1C 7G3,RENEE BOWERING,(506) 855-4622,BILINGUAL,30,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-211,LES RESIDENCES DU HAVRE,MONCTON,527 RUE MAIN ,,RICHIBUCTO,NB,E4W 4C2,ADRIEN MAZEROLLE,(506) 523-9664,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-212,LJ JAILLET RESIDENCE INC.,MONCTON,0  LOCKHART AVENUE,,MONCTON,NB,E1C 6R1,JACQUELINE JAILLET,(506) 830-8175,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-213,MAISON BONHEUR,MONCTON,06  HIGH STREET,,MONCTON,NB,E1C 6C8,NORMAND GALLANT,(506) 854-3460,BILINGUAL,12,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-214,MAISON RENAISSANCE LTEE,MONCTON,2  BOTSFORD STREET,,MONCTON,NB,E1C 4X1,MARC LEGER,(506) 383-1280,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-215,MANOIR DE LA BUTTE,MONCTON,1 CHEMIN BUTTE A ELOI ,,CAP-PELE,NB,E4N 1N5,OMER GAUDET & PHILIPPE LEBLANC,(506) 577-2202,FRENCH,40,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-216,MANOIR NOTRE-DAME MANOR,MONCTON,10  MURPHY AVENUE,,MONCTON,NB,E1A 6Y2,V. ROBICHAUD,(506) 857-9011,BILINGUAL,120,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-217,MANOIR O'LEARY ART/CAFE INC.,MONCTON,402  MAIN RUE,,RICHIBUCTO,NB,E4W 4E1,CHARLYNE LAVOIE,(506) 524-3939,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-218,MANOIR PASCAL POIRIER MANOR,MONCTON,66  PASCAL POIRIER STREET,,SHEDIAC,NB,E4P 2K9,MONIQUE LÉGER,(506) 533-9808,BILINGUAL,42,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-219,MAZEROLLE SPECIAL CARE HOME LTD.,MONCTON,48  GAUVIN ROAD,,DIEPPE,NB,E1A 1M1,DARLENE MAZEROLLE,(506) 861-9011,BILINGUAL,26,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-220,MCNAIR MANAGEMENT INC. ( 11 BEECHWOOD),MONCTON,1  BEECHWOOD AVENUE,,MONCTON,NB,E1A 5P7,AMY KLASSEN,(506) 857-4883,ENGLISH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-221,NANCY'S SPECIAL CARE HOME,MONCTON,21  CAISSIE AVENUE,,SHEDIAC,NB,E4P1K5,,(506) 351-0612,BILINGUAL,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-222,OPEN ARMS SPECIAL CARE HOME,MONCTON,8  GLENGROVE ROAD,,MONCTON,NB,E1A 5X5,GEORGINA HUBBARD,(506) 204-8409,ENGLISH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-223,RESIDENCE AU BENAISE INC.,MONCTON,6 AVENUE CLEMENT ,,SAINT-ANTOINE,NB,E4V 1E4,ANGELA SAULNIER,(506) 525-2354,FRENCH,55,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-224,RESIDENCE AVENTURE - ELMWOOD,MONCTON,076  ELMWOOD DRIVE,,MONCTON,NB,E1E 2H2,ROBERTA BUCHANAN,(506) 874-0757,ENGLISH,30,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-225,RESIDENCE BELLEVUE,MONCTON,6  CHARTERSVILLE STREET,,DIEPPE,NB,E1A 1K1,BERNIE OR LOUISE LEBLANC OR LIETTE LEBLANC-BREWER,(506) 857-2077,BILINGUAL,40,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-226,RÉSIDENCE CHÊNE DE MAMBRÉ,MONCTON,06  PROVIDENCE STREET,,SHEDIAC,NB,E4P 2N1,JASON MARTIN,(506) 532-2993,BILINGUAL,50,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-227,RESIDENCE COLLETTE RESIDENCE INC.,MONCTON,4  STEADMAN STREET,,MONCTON,NB,E1C 9X5,CONNIE WHITMAN,(506) 874-0757,ENGLISH,18,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-228,RESIDENCE DU MARAIS LTEE,MONCTON,71 RUE AMIRAULT ,,DIEPPE,NB,E1A 1G1,PHILIPPE J. LEBLANC ET OMER GAUDET,(506) 858-1318,FRENCH,65,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-229,RESIDENCE HELENE RESIDENCE INC,MONCTON,6  WINNIPEG STREET,,MONCTON,NB,E1C 7C4,ERIC BOURGOIN AND MARYSE AUBE,(506) 855-3366,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-230,RÉSIDENCE LE P'TIT CHEZ-NOUS,MONCTON,8  ROUTE 530 ,,GRAND-DIGUE,NB,E4R 5J3,,(506) 532-6017,FRENCH,45,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-231,RESIDENCE MCDOUGALL,MONCTON,7  MCDOUGALL AVENUE,,MONCTON,NB,E1C 6B1,"MARC LEGER, MONETTE DUGUAY",(506) 382-7520,BILINGUAL,30,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-232,RESIDENCE MONCTON - AILE CENTENNAIRE,MONCTON,40  JOHN STREET,,MONCTON,NB,E1C 0T5,MARC ET PIERRE OUELLETTE,(506) 389-0100,BILINGUAL,50,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-233,RESIDENCE MONCTON RESIDENCE I,MONCTON,70  JOHN STREET,,MONCTON,NB,E1C 0T5,MARC ET PIERRE OUELLETTE,(506) 389-0100,BILINGUAL,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-234,RESIDENCE MONCTON RESIDENCE II,MONCTON,70  JOHN STREET,,MONCTON,NB,E1C 0T5,MARC ET PIERRE OUELLETTE,(506) 389-0100,BILINGUAL,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-235,RESIDENCE O BON SOINS,MONCTON,30 RUE PASCAL POIRIER ,,SHEDIAC,NB,E4P 2K9,COLETTE DOUCETTE,(506) 533-8088,BILINGUAL,98,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-236,RÉSIDENCE OASIS RESIDENCE INC,MONCTON,55  AMIRAULT STREET,,DIEPPE,NB,E1A 1E1,MARC & PIERRE OUELLETTE,(506) 855-6676,ENGLISH,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-237,RESIDENCE REINE DE LA PAIX,MONCTON,00  CHAMPLAIN STREET,,DIEPPE,NB,E1A 1P5,HECTORINE SAVOIE,(506) 859-8707,BILINGUAL,21,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-238,RESIDENCE VIRGINIA INC,MONCTON,75 AVENUE VIRGINIA ,,DIEPPE,NB,E1A 1L9,MARC LEGER,-506,FRENCH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-239,RESIDENCES AUSTIN INC,MONCTON,20  LATOUR STREET,,DIEPPE,NB,E1A 2A6,CHANTAL AUSTIN,(506) 382-5023,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-240,RESTFUL REPOSE RESIDENCE INC.,MONCTON,6762  HOMESTEAD ROAD,,STEEVES MOUNTAIN,NB,E1Z 4N9,MARISSA LEWIS,(506) 372-8993,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-241,RIPLEY SPECIAL CARE,MONCTON,68  BOTSFORD STREET,,MONCTON,NB,E1C 4X6,LILLIAN RIPLEY,(506) 382-5252,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-242,"SHANNEX RLC LIMITED, CANTERBURY HALL",MONCTON,24  COVERDALE ROAD,,RIVERVIEW,NB,E1B 0H9,JANICE COREY,(506) 387-7770,ENGLISH,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-243,SHAR'S CARE,MONCTON,3/55  WELDON ,,MONCTON,NB,E1C 5V9,SHARON LEBLANC,(506) 858-9948,ENGLISH,15,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-244,SHAR'S CARE II,MONCTON,2  BOTSFORD STREET,,MONCTON,NB,E1C 4X1,SHARON LEBLANC,(506) 858-9948,BILINGUAL,12,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-245,SILVER FOX SPECIAL CARE HOME I,MONCTON,4  VAUGHN STREET,,SALISBURY,NB,E4J 2S8,JASON WILSON,(506) 372-5645,ENGLISH,18,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-246,SILVER FOX SPECIAL CARE HOME LTD. II,MONCTON,2  VAUGHN STREET,,SALISBURY,NB,E4J 2S8,JASON WILSON,(506) 215-1910,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-247,SMITH SPECIAL CARE HOME LTD,MONCTON,6  DORCHESTER STREET,,MONCTON,NB,E1E 3A7,CONNIE WHITMAN,(506) 874-0757,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-248,SUNSET VILLAGE,MONCTON,5  LEOPOLD F. BELLIVEAU DRIVE,,MONCTON,NB,E1A 6S6,RENEE BOWERING,(506) 389-1335,BILINGUAL,25,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-249,SUNSHINE HOUSE,MONCTON,64  PARK STREET,,MONCTON,NB,E1C 2B6,PETER ROSSBACH & JULIA AGIR,-506,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-250,T.J.MAILLET RESIDENCES LTD - COCAGNE,MONCTON,798  ROUTE 535 ,,COCAGNE,NB,E4R 3R5,TINA MAILLET,(506) 345-0278,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-251,THE BRIARLEA,MONCTON,5  BRIARLEA DRIVE,,MONCTON,NB,E1G2E9,PIERRE BEAULIEU,(506) 857-8866,ENGLISH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-252,TRUEMAN HOUSE,MONCTON,65  CHURCH STREET,,MONCTON,NB,E1C 5A7,CARY MACDONALD,(506) 389-3138,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-253,TRULEIGH COUNTRY MANOR LTD.,MONCTON,202  MOUNTAIN ROAD,,MONCTON,NB,E1G 2W8,JANET STEEVES,(506) 854-2695,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-254,TWIN BIRCH LODGE,MONCTON,571 ROUTE 15 ,,SHEMOGUE,NB,E4N 2N6,CAROLE GOGUEN,(506) 577-4554,ENGLISH,12,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-255,WEST KENT SPECIAL CARE HOME,MONCTON,065 ROUTE 126 ,,ADAMSVILLE,NB,E4T 2C7,NANCY TREMBLAY,(506) 785-4238,ENGLISH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-256,AUBERGE DES COMPAGNONS LTEE,ACADIAN PENINSULA,1   RUE PRINCIPALE ,,LAMÈQUE,NB,E8T1M9,DAVID CHIASSON ANNE,(506) 344-7766,FRENCH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-257,BOUDREAU ELIZABETH,ACADIAN PENINSULA,065 ROUTE 355 ,,SAINTE-ROSE,NB,E1X 2W6,ELIZABETH BOUDREAU,(506) 395-2728,FRENCH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-258,DUGUAY ALMIDA,ACADIAN PENINSULA,107 ROUTE 135 ,,DUGUAYVILLE,NB,E8M 1L1,ALMIDA DUGUAY,(506) 358-2747,FRENCH,1,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-259,FOYER BELLEFEUILLE,ACADIAN PENINSULA,99 RUE BELLEFEUILLE ,,SHIPPAGAN,NB,E8S 1G5,MURIELLE ROBICHAUD,(506) 336-8009,FRENCH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-260,FOYER DENISE BOUDREAU,ACADIAN PENINSULA,393 CHEMIN VAL-DOUCET ,,VAL-DOUCET,NB,E8R 2A3,DENISE BOUDREAU,(506) 764-5222,FRENCH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-261,FOYER MONIA CLEMENT,ACADIAN PENINSULA,78 RUE DES BOIS FRANCS ,,SAINT-LÉOLIN,NB,E8N 2R2,MONIA CLEMENT,(506) 732-3137,FRENCH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-262,FOYER PIERRETTE GODIN,ACADIAN PENINSULA,867 A ROUTE 160 ,,PONT-LANDRY,NB,E1X 3E4,PIERRETTE GODIN,(506) 358-2259,FRENCH,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-263,JEAN MARIA,ACADIAN PENINSULA,962 RUE CHIASSON ,,BAS-CARAQUET,NB,E1W 5V7,MARIA JEAN,(506) 727-5476,FRENCH,4,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-264,LA RESIDENCE CHEZ LINDA,ACADIAN PENINSULA,966  CHATILLON EST ,,MAISONNETTE,NB,E8N 2A2,LINDA ALBERT,(506) 727-4122,FRENCH,4,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-265,LA RESIDENCE CIEL,ACADIAN PENINSULA,055  RUE CHATILLON ,,MAISONNETTE,NB,E8N 2A4,BLANCHARD FRANCE,(506) 727-2937,FRENCH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-266,LE MANOIR BRIDEAU INC,ACADIAN PENINSULA,08  RUE DE L'EGLISE ,,TRACADIE-SHEILA,NB,E1X 1B1,ANDY BRIDEAU,(506) 395-4768,FRENCH,34,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-267,LE PAVILLON DES AMIS LTEE,ACADIAN PENINSULA,695 RUE PRINCIPALE ,,TRACADIE-SHEILA,NB,E1X 1E3,IRMA BOUDREAU,(506) 395-2109,FRENCH,21,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-268,LES RESIDENCES LECLAIR,ACADIAN PENINSULA,020  ROUTE 160 ,,PONT-LANDRY,NB,E1X 3E3,MARY CLARA ANN ET STEPHANE,(506) 395-9170,FRENCH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-269,LES RESIDENCES NOEL INC (2015),ACADIAN PENINSULA,1 RUE GIONET ,,CARAQUET,NB,E1W 1A3,MANON NOËL,(506) 727-0114,FRENCH,48,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-270,LOSIER EDITH,ACADIAN PENINSULA,79 RUE PRINCIPALE ,,PAQUETVILLE,NB,E8R 2C9,EDITH LOSIER,(506) 764-2601,FRENCH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-271,MAISON JACINTHE ODETTE INC,ACADIAN PENINSULA,12 RUE 1ERE ,,SHIPPAGAN,NB,E8S 1A3,ODETTE BEAUDIN & JACINTHE GUIGNARD,(506) 336-1113,FRENCH,26,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-272,MANOIR AU SON DE LA VAGUE INC,ACADIAN PENINSULA,239  RUE PRINCIPALE ,,LEGOULET,NB,E8S 2E8,ANGELA DUGUAY,(506) 336-2114,FRENCH,25,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-273,MANOIR DE LA PASSERELLE LTEE,ACADIAN PENINSULA,14 RUE 1ERE ,,SHIPPAGAN,NB,E8S 1A3,LEONARD LEBOUTHILLIER,(506) 336-8780,FRENCH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-274,MANOIR DU NORD INC,ACADIAN PENINSULA,770  RUE LUCE ,,TRACADIE-SHEILA,NB,E1X 1B5,FRANCIS SONIER ET CATHY DUGUAY,(506) 395-5525,FRENCH,25,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-275,MANOIR H D BASQUE,ACADIAN PENINSULA,85 RUE BASQUE ,,TRACADIE-SHEILA,NB,E1X 1B1,HECTOR BASQUE,(506) 395-5744,FRENCH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-276,MANOIR MARIE,ACADIAN PENINSULA,12 BOULEVARD SAINT-PIERRE EST ,,CARAQUET,NB,E1W 1A9,PIERRETTE HACHE,(506) 727-1207,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-277,MANOIR SAINT-SIMON INC,ACADIAN PENINSULA,62  CHEMIN LEBOUTHILLIER ,,ST-SIMON,NB,E8P 1Z7,KARINE LAROCQUE,(506) 727-2472,FRENCH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-278,MANOIR SOLEIL LEVANT,ACADIAN PENINSULA,72 ROUTE 345 ,,EVANGELINE,NB,E8P 1T9,SYLVIA SAVOIE,(506) 727-5989,FRENCH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-279,MCLAUGHLIN ROSEMONDE,ACADIAN PENINSULA,571 CHEMIN SAULNIER OUEST ,,SAINT-IRENEE,NB,E1X 2C7,ROSEMONDE MCLAUGHLIN,(506) 395-5082,FRENCH,2,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-280,PAVILLON DU BEL-AGE LTEE,ACADIAN PENINSULA,270 RUE BRIDEAU ,,TRACADIE-SHEILA,NB,E1X 1A5,JOANNE BASQUE,(506) 395-3115,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-281,PAVILLON HACHE (2013),ACADIAN PENINSULA,1  OCTAVE ,,INKERMAN,NB,E8P 1B4,DOMINIQUE HACHE,(506) 336-8257,FRENCH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-282,RESIDENCE AUX DOUCES MAREES INC,ACADIAN PENINSULA,931  RUE MORAIS ,,BAS-CARAQUET,NB,E1W 6E3,BLANCHARD GILBERT,(506) 702-0831,FRENCH,22,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-283,RESIDENCE BEATTIE-LANDRY LTEE,ACADIAN PENINSULA,424  RUE CENTENAIRE ,,TRACADIE,NB,E1X 1A7,BEATTIE NANCY ET JEAN-JACQUES LANDRY,(506) 395-6784,FRENCH,41,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-284,RESIDENCE BELLE RIVIERE INC,ACADIAN PENINSULA,49 RUE BELLEVUE EST ,,RIVIÈRE À LA TRUITE,NB,E1X 2M2,ULYSSE MCGRAW,(506) 395-6091,FRENCH,17,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-285,RESIDENCE DALAMIE INC.,ACADIAN PENINSULA,764  RUE PRINCIPALE ,,TRACADIE-SHEILA,NB,E1X 1G6,ALPHONSINE ROBICHAUD,(506) 393-9092,FRENCH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-286,RESIDENCE DIANNE,ACADIAN PENINSULA,052 CHEMIN PAQUETVILLE ,,BAS-PAQUETVILLE,NB,E8R 1E8,DIANNE DOIRON,(506) 764-2185,FRENCH,11,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-287,RESIDENCE FLORENCE INC,ACADIAN PENINSULA,11  LANDRY CENTRE ,,LANDRY OFFICE,NB,E8P 0B2,ULYSSE MCGRAW,(506) 727-1814,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-288,RESIDENCE GAGNON INC,ACADIAN PENINSULA,137  RUE DES FONDATEURS ,,PAQUETVILLE,NB,E8R 1B3,MIREILLE GAGNON,(506) 764-1198,FRENCH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-289,RESIDENCE J COMEAU INC,ACADIAN PENINSULA,151  RUE FOSTER ,,TRACADIE-SHEILA,NB,E1X 1C3,COMEAU NANCY,(506) 395-4710,FRENCH,16,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-290,RESIDENCE L'HERITAGE DE L'ACADIE INC,ACADIAN PENINSULA,887  RUE PRINCIPALE ,,TRACADIE,NB,E1X 1B6,ROBICHAUD CINDY,(506) 395-6295,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-291,RESIDENCE MARTIN ALEXANDRE,ACADIAN PENINSULA,469 ROUTE 11 ,,POINTE DES ROBICHAUD,NB,E1X 4P8,LINDA DOIRON,(506) 395-6316,FRENCH,16,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-292,RESIDENCE N. BRIDEAU,ACADIAN PENINSULA,26  CHEMIN PRINCIPAL ,,PETIT PAQUETVILLE,NB,E8R 1H1,BRIDEAU NATHALIE,(506) 764-2771,FRENCH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-293,RESIDENCE SHANELLE ENRG,ACADIAN PENINSULA,206  CHEMIN FOSTER ,,TRACADIE-SHEILA,NB,E1X 1C3,GAETANNE GODIN,(506) 395-9492,FRENCH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-294,RESIDENCE ST-ISIDORE 2013 LTEE,ACADIAN PENINSULA, RUE BEAULIEU ,,ST-ISIDORE,NB,E8M 0A2,JEANNINE DUGUAY,(506) 598-0112,FRENCH,25,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-295,RESIDENCE ST-PIERRE INC,ACADIAN PENINSULA,43  BOULEVARD ST-PIERRE OUEST ,,CARAQUET,NB,E1W 1A3,MARC-ANDRE BOUDREAU ET JEAN-PAUL LANTEIGNE,(506) 727-5544,FRENCH,43,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-296,RÉSIDENCES AUX MÉSANGES,ACADIAN PENINSULA,32 ROUTE 355 ,,SAINTE-ROSE,NB,E1X 2X1,GOSSELIN MONICA,(506) 395-5094,FRENCH,32,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-297,RESIDENCES BEL  ACCUEIL LTEE,ACADIAN PENINSULA,26 RUE DU PECHEUR NORD ,,LAMEQUE,NB,E8T 1K2,NADINE SAVOIE,(506) 344-5928,FRENCH,48,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-298,VILLA BEAU RIVAGE (1998) LTEE,ACADIAN PENINSULA,11 RUE 1 ERE ,,SHIPPAGAN,NB,E8S 1A1,MARIE PAULE MCGRAW,(506) 336-8988,FRENCH,29,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-299,VILLA BELLE RIVE INC,ACADIAN PENINSULA,83  ROUTE 345 ,,EVANGELINE,NB,E8P 1T3,COMEAU NANCY,(506) 727-5344,FRENCH,33,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-300,VILLA ST-MICHEL (2001) LTEE,ACADIAN PENINSULA,70 ROUTE 113 ,,INKERMAN,NB,E8P 1C7,SONIA LAROCQUE-REID,(506) 336-8958,FRENCH,40,Canada,Special Care Home
